3;bunker;3040.00;9.50;1624.00;5.96;0
3;coastal_bunker;3041.00;9.53;1626.00;-1.57;0
3;dockyard;3038.00;9.68;1626.00;-1.57;0
3;anti_air_building;3038.00;9.53;1625.00;1.39;0
3;anti_air_building;3039.00;9.57;1625.00;4.40;0
3;anti_air_building;3039.00;9.57;1625.00;0.79;0
3;radar_station;3039.00;9.63;1626.00;5.39;0
3;nuclear_reactor;3037.00;9.53;1625.00;0.18;0
4;arms_factory;2993.00;9.73;1629.00;5.44;0
4;arms_factory;2987.00;9.68;1635.00;2.17;0
4;arms_factory;2989.00;9.70;1631.00;4.84;0
4;arms_factory;2988.00;9.73;1637.00;1.23;0
4;arms_factory;2989.00;9.70;1629.00;2.78;0
4;arms_factory;2980.00;9.50;1618.00;0.62;0
4;industrial_complex;2996.00;9.68;1630.00;1.83;0
4;industrial_complex;2989.00;9.68;1635.00;5.95;0
4;industrial_complex;2995.00;9.68;1632.00;2.68;0
4;industrial_complex;2984.00;9.68;1617.00;3.90;0
4;industrial_complex;2991.00;9.70;1629.00;1.73;0
4;industrial_complex;2991.00;9.50;1625.00;4.40;0
4;air_base;2997.00;9.70;1630.00;5.96;0
4;naval_base;2978.00;9.50;1612.00;-1.11;2408
4;naval_base;3000.00;9.50;1629.00;1.19;2382
4;naval_base;3001.00;9.60;1645.00;-3.34;2431
4;naval_base;2989.00;9.73;1639.00;-2.36;2408
4;bunker;2996.00;9.68;1636.00;0.79;0
4;bunker;2990.00;9.70;1632.00;4.91;0
4;bunker;2986.00;9.70;1637.00;0.18;0
4;bunker;2992.00;9.50;1615.00;2.85;0
4;coastal_bunker;2991.00;9.65;1639.00;-3.14;0
4;coastal_bunker;2994.00;9.63;1642.00;-1.57;0
4;coastal_bunker;2980.00;9.55;1637.00;-2.36;0
4;coastal_bunker;2993.00;9.50;1616.00;1.57;0
4;dockyard;2995.00;9.63;1638.00;-1.57;0
4;anti_air_building;2991.00;9.70;1630.00;0.34;0
4;anti_air_building;2993.00;9.60;1624.00;3.36;0
4;anti_air_building;2991.00;9.68;1632.00;4.57;0
4;radar_station;2990.00;9.70;1629.00;2.30;0
4;nuclear_reactor;2994.00;9.70;1634.00;0.25;0
5;arms_factory;2970.00;9.73;1629.00;4.84;0
5;arms_factory;2967.00;9.70;1631.00;1.23;0
5;arms_factory;2966.00;9.73;1634.00;2.78;0
5;arms_factory;2967.00;9.75;1634.00;0.62;0
5;arms_factory;2965.00;9.60;1628.00;1.83;0
5;arms_factory;2969.00;9.63;1625.00;5.95;0
5;industrial_complex;2964.00;9.73;1630.00;2.68;0
5;industrial_complex;2961.00;9.65;1632.00;3.90;0
5;industrial_complex;2967.00;9.68;1630.00;1.73;0
5;industrial_complex;2967.00;9.78;1626.00;4.40;0
5;industrial_complex;2964.00;9.73;1632.00;5.96;0
5;industrial_complex;2970.00;9.73;1626.00;2.34;0
5;air_base;2971.00;9.73;1630.00;0.18;0
5;naval_base;2962.00;9.50;1628.00;1.57;2408
5;bunker;2973.00;9.70;1630.00;4.40;0
5;coastal_bunker;2966.00;9.50;1619.00;1.57;0
5;dockyard;2975.00;9.50;1624.00;1.57;0
5;anti_air_building;2964.00;9.75;1631.00;0.18;0
5;anti_air_building;2970.00;9.70;1627.00;2.85;0
5;anti_air_building;2970.00;9.73;1629.00;0.69;0
5;radar_station;2968.00;9.70;1631.00;2.76;0
5;nuclear_reactor;2972.00;9.68;1629.00;4.91;0
6;arms_factory;2950.00;9.68;1639.00;2.78;0
6;arms_factory;2953.00;9.78;1653.00;0.62;0
6;arms_factory;2946.00;9.73;1642.00;1.83;0
6;arms_factory;2946.00;9.73;1642.00;5.95;0
6;arms_factory;2954.00;10.10;1645.00;2.68;0
6;arms_factory;2947.00;9.70;1637.00;3.90;0
6;industrial_complex;2947.00;9.70;1637.00;1.73;0
6;industrial_complex;2944.00;9.68;1640.00;4.40;0
6;industrial_complex;2944.00;9.68;1640.00;5.96;0
6;industrial_complex;2934.00;9.53;1654.00;2.34;0
6;industrial_complex;2945.00;9.70;1658.00;0.18;0
6;industrial_complex;2945.00;9.70;1658.00;1.39;0
6;air_base;2938.00;9.63;1648.00;4.40;0
6;naval_base;2955.00;9.78;1665.00;-2.25;6816
6;naval_base;2934.00;9.50;1637.00;-0.98;6816
6;naval_base;2950.00;9.50;1667.00;-1.07;6816
6;naval_base;2970.00;9.50;1649.00;0.93;2408
6;naval_base;2933.00;9.50;1655.00;-2.68;6816
6;naval_base;2953.00;9.60;1626.00;1.11;2408
6;naval_base;2941.00;9.50;1630.00;-1.33;6816
6;naval_base;2959.00;9.50;1637.00;1.46;2408
6;bunker;2937.00;9.68;1636.00;3.96;0
6;bunker;2957.00;10.15;1658.00;0.34;0
6;bunker;2950.00;10.20;1643.00;3.36;0
6;bunker;2947.00;9.68;1651.00;4.57;0
6;bunker;2943.00;9.75;1665.00;2.41;0
6;bunker;2947.00;9.63;1624.00;0.25;0
6;bunker;2946.00;9.70;1636.00;0.35;0
6;bunker;2972.00;9.73;1653.00;4.47;0
6;bunker;2951.00;9.68;1634.00;0.85;0
6;coastal_bunker;2940.00;9.57;1667.00;-1.07;0
6;coastal_bunker;2971.00;9.53;1650.00;0.93;0
6;coastal_bunker;2942.00;9.50;1658.00;-2.68;0
6;coastal_bunker;2933.00;9.50;1643.00;-0.98;0
6;coastal_bunker;2960.00;9.50;1638.00;1.46;0
6;coastal_bunker;2958.00;9.50;1619.00;1.11;0
6;coastal_bunker;2941.00;9.50;1627.00;-1.33;0
6;coastal_bunker;2965.00;9.60;1657.00;1.57;0
6;dockyard;2957.00;9.73;1666.00;-2.25;0
6;anti_air_building;2964.00;9.73;1651.00;3.42;0
6;anti_air_building;2964.00;9.73;1651.00;4.64;0
6;anti_air_building;2972.00;9.70;1654.00;2.48;0
6;radar_station;2957.00;10.23;1651.00;6.11;0
6;nuclear_reactor;2958.00;9.75;1642.00;0.41;0
7;arms_factory;2472.00;10.43;1903.00;1.83;0
7;arms_factory;2573.00;10.48;1887.00;5.95;0
7;arms_factory;2570.00;11.88;1892.00;2.68;0
7;arms_factory;2552.00;10.65;1916.00;3.90;0
7;arms_factory;2544.00;9.53;1872.00;1.73;0
7;arms_factory;2516.00;11.28;1876.00;4.40;0
7;industrial_complex;2479.00;10.82;1886.00;5.96;0
7;industrial_complex;2529.00;10.60;1922.00;2.34;0
7;industrial_complex;2461.00;9.90;1896.00;0.18;0
7;industrial_complex;2552.00;10.20;1878.00;1.39;0
7;industrial_complex;2569.00;11.05;1907.00;4.40;0
7;industrial_complex;2581.00;10.23;1907.00;0.79;0
7;air_base;2516.00;10.10;1868.00;4.91;0
7;naval_base;2566.00;9.60;1929.00;-4.46;8413
7;naval_base;2491.00;9.55;1928.00;-4.11;8490
7;naval_base;2453.00;9.50;1870.00;-1.13;8534
7;naval_base;2503.00;9.50;1861.00;0.64;8509
7;naval_base;2521.00;9.50;1927.00;-3.27;8490
7;bunker;2541.00;12.93;1899.00;1.29;0
7;bunker;2445.00;9.75;1916.00;3.96;0
7;bunker;2487.00;11.18;1896.00;0.34;0
7;bunker;2524.00;12.85;1889.00;3.36;0
7;bunker;2523.00;9.50;1924.00;4.57;0
7;coastal_bunker;2524.00;9.50;1862.00;0.64;0
7;coastal_bunker;2453.00;9.55;1874.00;-1.13;0
7;coastal_bunker;2512.00;9.57;1930.00;-3.27;0
7;coastal_bunker;2477.00;9.63;1904.00;-4.11;0
7;coastal_bunker;2579.00;9.50;1885.00;0.23;0
7;dockyard;2523.00;9.68;1917.00;-3.27;0
7;anti_air_building;2481.00;11.18;1889.00;5.08;0
7;anti_air_building;2503.00;11.60;1895.00;2.92;0
7;anti_air_building;2459.00;9.90;1889.00;5.58;0
7;radar_station;2510.00;12.65;1899.00;2.53;0
7;nuclear_reactor;2551.00;14.35;1884.00;3.52;0
8;arms_factory;2774.00;9.73;1754.00;2.68;0
8;arms_factory;2777.00;9.73;1757.00;3.90;0
8;arms_factory;2776.00;9.70;1755.00;1.73;0
8;arms_factory;2777.00;9.70;1756.00;4.40;0
8;arms_factory;2775.00;9.60;1754.00;5.96;0
8;arms_factory;2773.00;9.65;1759.00;2.34;0
8;industrial_complex;2779.00;9.55;1762.00;0.18;0
8;industrial_complex;2776.00;9.70;1757.00;1.39;0
8;industrial_complex;2783.00;9.68;1765.00;4.40;0
8;industrial_complex;2777.00;9.70;1756.00;0.79;0
8;industrial_complex;2782.00;9.50;1764.00;4.91;0
8;industrial_complex;2777.00;9.73;1757.00;0.18;0
8;air_base;2779.00;9.55;1761.00;2.85;0
8;naval_base;2778.00;9.50;1759.00;-1.57;8288
8;bunker;2783.00;9.68;1765.00;1.90;0
8;coastal_bunker;2778.00;9.50;1754.00;-1.57;0
8;dockyard;2774.00;9.50;1761.00;-1.57;0
8;anti_air_building;2774.00;9.73;1754.00;3.96;0
8;anti_air_building;2776.00;9.70;1757.00;0.34;0
8;anti_air_building;2772.00;9.63;1754.00;3.36;0
8;radar_station;2778.00;9.60;1756.00;0.82;0
8;nuclear_reactor;2775.00;9.60;1754.00;2.41;0
9;arms_factory;2757.00;10.23;1679.00;1.73;0
9;arms_factory;2756.00;11.65;1645.00;4.40;0
9;arms_factory;2751.00;11.85;1645.00;5.96;0
9;arms_factory;2754.00;10.18;1691.00;2.34;0
9;arms_factory;2744.00;11.98;1681.00;0.18;0
9;arms_factory;2758.00;10.35;1684.00;1.39;0
9;industrial_complex;2723.00;9.70;1650.00;4.40;0
9;industrial_complex;2735.00;10.13;1634.00;0.79;0
9;industrial_complex;2751.00;12.98;1671.00;4.91;0
9;industrial_complex;2746.00;12.57;1671.00;0.18;0
9;industrial_complex;2747.00;11.28;1690.00;2.85;0
9;industrial_complex;2729.00;11.98;1642.00;0.69;0
9;air_base;2724.00;11.00;1642.00;1.90;0
9;naval_base;2721.00;9.50;1649.00;-0.98;3590
9;naval_base;2760.00;9.50;1675.00;1.03;2942
9;naval_base;2741.00;9.50;1635.00;0.20;8340
9;naval_base;2744.00;11.23;1664.00;1.25;2942
9;naval_base;2729.00;9.50;1633.00;0.38;8340
9;naval_base;2763.00;9.65;1684.00;1.03;2942
9;naval_base;2754.00;10.23;1669.00;0.98;2942
9;naval_base;2743.00;10.60;1656.00;-3.46;2942
9;naval_base;2721.00;9.78;1640.00;-1.57;3590
9;naval_base;2746.00;10.15;1693.00;-3.28;3195
9;naval_base;2726.00;9.60;1631.00;0.32;8340
9;naval_base;2759.00;9.80;1655.00;-3.52;2942
9;naval_base;2737.00;11.28;1658.00;1.33;2942
9;bunker;2723.00;11.18;1639.00;2.92;0
9;bunker;2725.00;9.93;1651.00;5.58;0
9;bunker;2756.00;10.32;1688.00;0.86;0
9;bunker;2760.00;10.13;1679.00;3.52;0
9;bunker;2747.00;12.82;1672.00;1.36;0
9;bunker;2745.00;10.73;1638.00;4.03;0
9;bunker;2729.00;10.28;1636.00;5.59;0
9;bunker;2746.00;12.10;1687.00;3.42;0
9;bunker;2730.00;10.82;1648.00;4.64;0
9;bunker;2747.00;11.18;1654.00;2.48;0
9;bunker;2750.00;12.13;1651.00;4.03;0
9;bunker;2743.00;12.10;1644.00;0.41;0
9;bunker;2741.00;11.50;1660.00;3.08;0
9;bunker;2746.00;12.20;1677.00;0.92;0
9;bunker;2733.00;11.60;1653.00;1.02;0
9;bunker;2751.00;10.78;1663.00;5.15;0
9;bunker;2722.00;10.93;1636.00;2.98;0
9;coastal_bunker;2724.00;9.50;1647.00;-0.98;0
9;coastal_bunker;2755.00;9.98;1693.00;-2.68;0
9;coastal_bunker;2752.00;9.50;1667.00;0.98;0
9;coastal_bunker;2753.00;9.95;1662.00;1.25;0
9;coastal_bunker;2731.00;9.50;1630.00;0.38;0
9;coastal_bunker;2724.00;9.50;1630.00;0.32;0
9;coastal_bunker;2763.00;9.60;1682.00;1.03;0
9;coastal_bunker;2751.00;10.40;1655.00;-3.52;0
9;coastal_bunker;2745.00;10.32;1656.00;-3.46;0
9;coastal_bunker;2742.00;9.50;1635.00;0.20;0
9;coastal_bunker;2722.00;9.50;1643.00;-1.57;0
9;coastal_bunker;2740.00;9.50;1658.00;1.33;0
9;coastal_bunker;2750.00;9.50;1694.00;-3.28;0
9;dockyard;2755.00;9.78;1657.00;-3.52;0
9;anti_air_building;2724.00;9.73;1648.00;5.22;0
9;anti_air_building;2741.00;11.40;1642.00;0.49;0
9;anti_air_building;2751.00;12.60;1670.00;4.61;0
9;radar_station;2742.00;11.73;1661.00;1.73;0
9;nuclear_reactor;2741.00;11.25;1655.00;3.66;0
10;arms_factory;2780.00;9.93;1615.00;5.96;0
10;arms_factory;2761.00;11.20;1640.00;2.34;0
10;arms_factory;2775.00;11.30;1609.00;0.18;0
10;arms_factory;2786.00;9.80;1613.00;1.39;0
10;arms_factory;2775.00;10.07;1592.00;4.40;0
10;arms_factory;2784.00;9.80;1618.00;0.79;0
10;industrial_complex;2780.00;9.95;1616.00;4.91;0
10;industrial_complex;2773.00;11.40;1612.00;0.18;0
10;industrial_complex;2776.00;11.13;1618.00;2.85;0
10;industrial_complex;2786.00;9.80;1614.00;0.69;0
10;industrial_complex;2759.00;10.48;1618.00;1.90;0
10;industrial_complex;2772.00;11.48;1620.00;4.91;0
10;air_base;2777.00;10.63;1594.00;1.29;0
10;naval_base;2786.00;9.85;1622.00;-3.93;2918
10;naval_base;2797.00;9.50;1605.00;0.88;7468
10;naval_base;2763.00;10.15;1653.00;-4.25;2942
10;naval_base;2772.00;9.68;1638.00;-4.39;2942
10;naval_base;2777.00;9.75;1627.00;-4.12;2942
10;bunker;2772.00;10.03;1595.00;0.25;0
10;bunker;2772.00;10.53;1628.00;0.35;0
10;bunker;2762.00;11.73;1637.00;4.47;0
10;bunker;2785.00;9.80;1614.00;0.85;0
10;bunker;2766.00;11.40;1622.00;3.87;0
10;bunker;2777.00;10.43;1597.00;5.08;0
10;bunker;2784.00;9.80;1617.00;2.92;0
10;bunker;2767.00;11.43;1612.00;5.58;0
10;bunker;2778.00;10.55;1619.00;0.86;0
10;bunker;2770.00;10.30;1636.00;3.52;0
10;bunker;2767.00;10.05;1598.00;1.36;0
10;bunker;2780.00;10.25;1610.00;4.03;0
10;bunker;2765.00;10.75;1639.00;5.59;0
10;coastal_bunker;2770.00;9.60;1647.00;-4.25;0
10;coastal_bunker;2777.00;9.75;1627.00;-4.12;0
10;coastal_bunker;2786.00;9.60;1623.00;-3.93;0
10;coastal_bunker;2794.00;9.60;1609.00;-4.39;0
10;coastal_bunker;2771.00;9.78;1640.00;-4.39;0
10;dockyard;2789.00;9.63;1620.00;-3.93;0
10;anti_air_building;2774.00;10.68;1603.00;0.92;0
10;anti_air_building;2782.00;10.05;1608.00;1.02;0
10;anti_air_building;2766.00;10.45;1607.00;5.15;0
10;radar_station;2777.00;10.70;1621.00;2.72;0
10;nuclear_reactor;2780.00;10.25;1610.00;4.54;0
11;arms_factory;2752.00;11.60;1636.00;0.18;0
11;arms_factory;2759.00;10.60;1610.00;1.39;0
11;arms_factory;2759.00;10.23;1600.00;4.40;0
11;arms_factory;2760.00;10.70;1611.00;0.79;0
11;arms_factory;2727.00;9.75;1619.00;4.91;0
11;arms_factory;2751.00;10.13;1608.00;0.18;0
11;industrial_complex;2757.00;10.25;1607.00;2.85;0
11;industrial_complex;2763.00;10.15;1598.00;0.69;0
11;industrial_complex;2763.00;10.13;1604.00;1.90;0
11;industrial_complex;2758.00;10.18;1601.00;4.91;0
11;industrial_complex;2762.00;10.03;1605.00;1.29;0
11;industrial_complex;2757.00;10.25;1602.00;3.96;0
11;air_base;2757.00;10.63;1611.00;0.34;0
11;naval_base;2746.00;9.50;1615.00;-0.46;8340
11;naval_base;2726.00;9.60;1617.00;-1.57;8340
11;naval_base;2752.00;9.50;1615.00;-1.25;8340
11;naval_base;2741.00;9.50;1622.00;-1.77;8340
11;naval_base;2751.00;10.07;1597.00;-1.74;8340
11;naval_base;2748.00;9.50;1603.00;-1.11;8340
11;bunker;2759.00;10.28;1609.00;0.85;0
11;bunker;2757.00;10.13;1595.00;3.87;0
11;bunker;2762.00;10.03;1602.00;5.08;0
11;bunker;2752.00;11.82;1624.00;2.92;0
11;bunker;2756.00;10.40;1612.00;5.58;0
11;bunker;2754.00;13.60;1631.00;0.86;0
11;bunker;2743.00;9.73;1622.00;3.52;0
11;bunker;2746.00;12.00;1630.00;1.36;0
11;bunker;2751.00;10.00;1601.00;4.03;0
11;bunker;2724.00;9.60;1616.00;5.59;0
11;coastal_bunker;2748.00;9.57;1616.00;-0.46;0
11;coastal_bunker;2726.00;9.60;1617.00;-1.57;0
11;coastal_bunker;2750.00;9.50;1606.00;-1.11;0
11;coastal_bunker;2749.00;9.50;1611.00;-1.25;0
11;coastal_bunker;2743.00;10.35;1629.00;-1.77;0
11;coastal_bunker;2752.00;9.93;1597.00;-1.74;0
11;dockyard;2750.00;9.50;1607.00;-1.11;0
11;anti_air_building;2750.00;9.93;1609.00;1.02;0
11;anti_air_building;2753.00;9.65;1616.00;5.15;0
11;anti_air_building;2751.00;10.25;1610.00;2.98;0
11;radar_station;2744.00;9.50;1617.00;5.65;0
11;nuclear_reactor;2752.00;10.03;1611.00;0.92;0
12;arms_factory;2764.00;10.00;1586.00;4.40;0
12;arms_factory;2762.00;9.90;1585.00;0.79;0
12;arms_factory;2757.00;10.25;1586.00;4.91;0
12;arms_factory;2759.00;10.28;1570.00;0.18;0
12;arms_factory;2755.00;10.65;1582.00;2.85;0
12;arms_factory;2770.00;10.13;1560.00;0.69;0
12;industrial_complex;2768.00;9.93;1581.00;1.90;0
12;industrial_complex;2759.00;10.85;1580.00;4.91;0
12;industrial_complex;2750.00;12.50;1578.00;1.29;0
12;industrial_complex;2756.00;11.55;1578.00;3.96;0
12;industrial_complex;2761.00;9.95;1591.00;0.34;0
12;industrial_complex;2767.00;10.10;1589.00;3.36;0
12;air_base;2757.00;10.13;1589.00;4.57;0
12;naval_base;2751.00;9.50;1558.00;-1.33;8314
12;naval_base;2753.00;10.00;1564.00;0.12;8314
12;bunker;2769.00;10.10;1564.00;0.35;0
12;bunker;2758.00;10.25;1565.00;4.47;0
12;bunker;2766.00;10.10;1590.00;0.85;0
12;bunker;2756.00;10.18;1584.00;3.87;0
12;bunker;2760.00;10.65;1579.00;5.08;0
12;bunker;2770.00;10.03;1570.00;2.92;0
12;bunker;2754.00;11.60;1571.00;5.58;0
12;bunker;2771.00;9.90;1580.00;0.86;0
12;bunker;2772.00;10.10;1576.00;3.52;0
12;bunker;2750.00;11.53;1585.00;1.36;0
12;coastal_bunker;2753.00;9.88;1559.00;-1.33;0
12;coastal_bunker;2755.00;9.50;1565.00;0.12;0
12;dockyard;2752.00;9.50;1559.00;-1.33;0
12;anti_air_building;2760.00;9.90;1588.00;4.64;0
12;anti_air_building;2769.00;9.90;1580.00;2.48;0
12;anti_air_building;2751.00;12.35;1578.00;4.03;0
12;radar_station;2763.00;10.03;1577.00;1.31;0
12;nuclear_reactor;2775.00;10.03;1579.00;3.08;0
13;arms_factory;2788.00;10.05;1571.00;4.91;0
13;arms_factory;2800.00;9.98;1556.00;0.18;0
13;arms_factory;2786.00;10.03;1567.00;2.85;0
13;arms_factory;2785.00;10.43;1557.00;0.69;0
13;arms_factory;2793.00;9.90;1567.00;1.90;0
13;arms_factory;2791.00;10.30;1557.00;4.91;0
13;industrial_complex;2784.00;10.10;1566.00;1.29;0
13;industrial_complex;2799.00;9.93;1557.00;3.96;0
13;industrial_complex;2788.00;10.43;1560.00;0.34;0
13;industrial_complex;2792.00;9.85;1565.00;3.36;0
13;industrial_complex;2785.00;10.05;1569.00;4.57;0
13;industrial_complex;2803.00;9.82;1553.00;2.41;0
13;air_base;2781.00;9.90;1568.00;0.25;0
13;naval_base;2807.00;9.70;1557.00;-4.17;2824
13;bunker;2781.00;9.90;1569.00;4.47;0
13;bunker;2802.00;9.90;1554.00;0.85;0
13;bunker;2787.00;10.05;1568.00;3.87;0
13;bunker;2787.00;10.18;1561.00;5.08;0
13;bunker;2791.00;10.15;1559.00;2.92;0
13;coastal_bunker;2803.00;9.93;1557.00;-4.17;0
13;dockyard;2806.00;9.68;1557.00;-4.17;0
13;anti_air_building;2787.00;10.63;1559.00;3.52;0
13;anti_air_building;2791.37;10.00;1570.50;1.36;0
13;anti_air_building;2800.00;9.98;1556.00;4.03;0
13;radar_station;2792.00;9.88;1563.00;1.01;0
13;nuclear_reactor;2789.00;9.93;1564.00;3.42;0
14;arms_factory;2804.00;10.15;1574.00;2.85;0
14;arms_factory;2795.00;9.85;1589.00;0.69;0
14;arms_factory;2783.00;10.48;1590.00;1.90;0
14;arms_factory;2779.00;9.90;1572.00;4.91;0
14;arms_factory;2793.00;9.88;1581.00;1.29;0
14;arms_factory;2810.00;10.28;1577.00;3.96;0
14;industrial_complex;2792.00;9.90;1594.00;0.34;0
14;industrial_complex;2788.00;9.95;1589.00;3.36;0
14;industrial_complex;2790.00;9.80;1604.00;4.57;0
14;industrial_complex;2797.00;9.82;1583.00;2.41;0
14;industrial_complex;2806.00;10.57;1577.00;0.25;0
14;industrial_complex;2796.00;9.80;1593.00;0.35;0
14;air_base;2802.00;10.00;1562.00;4.47;0
14;naval_base;2795.00;9.68;1602.00;-4.12;7468
14;naval_base;2808.00;9.68;1566.00;0.98;2824
14;naval_base;2817.00;9.82;1588.00;-2.94;7468
14;naval_base;2800.00;9.50;1593.00;-4.33;7468
14;naval_base;2821.00;9.63;1576.00;-4.55;2799
14;naval_base;2803.00;9.57;1587.00;-2.90;7468
14;naval_base;2803.00;9.68;1562.00;0.59;2824
14;bunker;2802.00;9.98;1580.00;1.36;0
14;bunker;2795.00;10.00;1576.00;4.03;0
14;bunker;2809.00;9.90;1570.00;5.59;0
14;bunker;2793.00;9.90;1589.00;3.42;0
14;bunker;2779.00;10.80;1587.00;4.64;0
14;bunker;2786.00;10.03;1595.00;2.48;0
14;bunker;2782.00;10.10;1578.00;4.03;0
14;bunker;2819.00;9.82;1575.00;0.41;0
14;bunker;2821.00;9.90;1585.00;3.08;0
14;bunker;2796.00;9.85;1583.00;0.92;0
14;bunker;2802.00;9.98;1563.00;1.02;0
14;bunker;2807.00;9.80;1587.00;5.15;0
14;coastal_bunker;2820.00;9.63;1574.00;-4.55;0
14;coastal_bunker;2803.00;9.57;1587.00;-2.90;0
14;coastal_bunker;2796.00;9.70;1591.00;-4.33;0
14;coastal_bunker;2810.00;9.50;1563.00;0.98;0
14;coastal_bunker;2796.00;9.57;1602.00;-4.12;0
14;coastal_bunker;2822.00;9.82;1583.00;1.57;0
14;coastal_bunker;2802.00;9.88;1561.00;0.59;0
14;dockyard;2796.00;9.80;1589.00;-4.33;0
14;anti_air_building;2780.00;10.38;1583.00;4.70;0
14;anti_air_building;2821.00;9.85;1579.00;6.26;0
14;anti_air_building;2803.00;9.90;1571.00;4.10;0
14;radar_station;2797.00;9.82;1583.00;2.19;0
14;nuclear_reactor;2807.00;9.80;1566.00;3.15;0
15;arms_factory;2755.00;10.88;1556.00;1.90;0
15;arms_factory;2772.00;9.82;1548.00;4.91;0
15;arms_factory;2779.00;9.98;1556.00;1.29;0
15;arms_factory;2734.00;11.60;1542.00;3.96;0
15;arms_factory;2734.00;11.00;1546.00;0.34;0
15;arms_factory;2789.00;9.80;1550.00;3.36;0
15;industrial_complex;2759.00;10.05;1552.00;4.57;0
15;industrial_complex;2779.00;9.57;1548.00;2.41;0
15;industrial_complex;2742.00;11.55;1552.00;0.25;0
15;industrial_complex;2752.00;10.13;1550.00;0.35;0
15;industrial_complex;2800.00;9.82;1550.00;4.47;0
15;industrial_complex;2809.00;9.93;1555.00;0.85;0
15;air_base;2715.00;9.88;1534.00;3.87;0
15;naval_base;2741.00;11.43;1554.00;-2.16;8314
15;naval_base;2765.00;9.50;1548.00;0.46;4370
15;naval_base;2718.00;9.50;1534.00;-0.46;13006
